OrderID,OrderDate,Product,Price,ExpirationDate,LeadTime,StockOnHand,Count,CapitalRecord,WeeklySales,OrderToReceiveTime,HoldingCost,Seasonality,PromotionActive,DaysUntilExpiration,DailySales,InventoryTurnoverRatio,StockCoverDays,TotalInventoryCost,OptimalOrderTime,OptimalOrderDate,Month,DayOfWeek,IsWeekend,DaysUntilOptimalOrder
2506,2029-11-10,Tomatoes,0.895739008,11/20/2029,0.17458947002104486,314.38996711236047,78,198337.7893,686.3726933802584,3.167051035917609,0.878634804485382,Fall,0,10,78.29,1.96,3.58,84.0,0,2029-11-10,11,5,True,0
2507,2029-11-11,Cereal,6.243704651,5/10/2030,10.803655786172422,115.51459896372972,41,868565.7703,329.1109296493214,9.888716997301792,0.0,Fall,0,180,41.43,1.44,4.88,101.0,0,2029-11-11,11,6,True,0
2508,2029-11-12,Soda,2.502711026,5/11/2030,3.1590680296701557,1029.6083439396607,87,495234.835,355.1718947272859,2.883710409217821,0.2790407271003938,Fall,0,180,87.0,0.79,8.85,231.0,1,2029-11-13,11,0,False,1
2509,2029-11-13,Eggs,3.638882565,12/13/2029,-0.35107436620802135,575.8644548220652,67,862271.9688,100.70011914390267,5.16048135741273,0.7605880945904074,Fall,0,30,67.14,0.69,10.17,273.2,5,2029-11-18,11,1,False,5
2510,2029-11-14,Eggs,4.146622721,12/14/2029,-0.32245795674357014,638.2211673044517,72,903781.1847,499.2184169369565,1.882128528043103,0.6479111408359257,Fall,0,30,72.57,0.82,8.49,246.4,3,2029-11-17,11,2,False,3
2511,2029-11-15,Milk,2.857411755,11/29/2029,4.547063213308519,419.4512143455552,84,156211.8343,895.2410348248713,2.9518346894506964,0.9561242820531484,Fall,0,14,84.0,1.08,6.48,136.0,2,2029-11-17,11,3,False,2
2512,2029-11-16,Bread,3.882466486,11/23/2029,3.62779104128033,763.5074623529953,77,895118.2867,545.0007744616363,0.0,0.2391024283109658,Fall,0,7,77.14,1.17,5.96,138.0,2,2029-11-18,11,4,False,2
2513,2029-11-17,Cheese,4.863628462,1/16/2030,4.999592177137748,336.0483361312223,62,503487.1498,646.1208986074813,3.437875182834888,0.7058235574808984,Fall,1,60,62.71,1.15,6.11,229.8,0,2029-11-17,11,5,True,0
2514,2029-11-18,Chicken,9.154344458,11/23/2029,0.7450442064463021,423.2351329537293,64,559389.2401,610.4919654996313,0.0,1.0769560586710043,Fall,1,5,64.29,1.4,4.99,256.8,1,2029-11-19,11,6,True,1
2515,2029-11-19,Cereal,5.197599663,5/18/2030,6.696269824645687,398.98054592342834,37,663933.26,262.72994912545835,8.250773400534854,0.524945315141304,Fall,0,180,37.57,1.02,6.84,128.5,0,2029-11-19,11,0,False,0
2516,2029-11-20,Soda,3.97726296,5/19/2030,6.002933158440069,1421.2259323052288,165,933744.3461,931.2557974980783,2.260113488801715,0.0874385563385836,Fall,1,180,165.86,0.84,8.33,414.3,1,2029-11-21,11,1,False,1
2517,2029-11-21,Bread,2.430684288,11/28/2029,7.338740430261996,1218.4648487047484,109,117204.485,673.3079107111205,1.8756826650437528,0.0700465605644518,Fall,0,7,109.43,0.63,11.11,364.8,7,2029-11-28,11,2,False,7
2518,2029-11-22,Soda,1.353809532,5/21/2030,-1.219300372747535,1163.0439192798851,58,529159.1215,618.3053811997503,7.848111490116557,0.8430419672177332,Fall,0,180,58.86,0.37,18.81,332.1,11,2029-12-03,11,3,False,11
2519,2029-11-23,Apples,2.838618067,12/7/2029,2.2138083987913224,889.1498462303689,64,718949.8382,342.0278439043149,1.6246286971276171,0.4874885967941181,Fall,0,14,64.29,0.43,16.32,209.8,10,2029-12-03,11,4,False,10
2520,2029-11-24,Cereal,5.372644002,5/23/2030,2.482403121532247,1043.4793731766767,57,750436.2619,228.02180250643568,4.584818624030301,1.1107365245958176,Fall,0,180,57.86,0.41,17.02,492.5,8,2029-12-02,11,5,True,8
2521,2029-11-25,Bananas,1.717341643,12/2/2029,2.0571767622108346,904.1103458097573,71,723279.1884,534.3913467084898,5.7345442311716335,0.3235714782187404,Fall,0,7,71.57,0.54,12.97,139.2,6,2029-12-01,11,6,True,6
2522,2029-11-26,Bananas,1.23748857,12/3/2029,6.831485430554272,783.8082253833444,93,220991.6165,497.8189620325272,6.802943230480837,0.22129078410093,Fall,0,7,93.57,0.76,9.16,128.55,2,2029-11-28,11,0,False,2
2523,2029-11-27,Eggs,5.369557841,12/27/2029,5.360705113535243,790.6443692239113,51,369456.0295,219.45946107390654,4.848914846259262,0.3842385041546551,Fall,0,30,51.43,0.47,14.86,305.6,9,2029-12-06,11,1,False,9
2524,2029-11-28,Potatoes,3.276270249,12/28/2029,3.774598306936591,827.0360197296695,113,422843.9729,507.71322477333615,1.68967187128764,0.0,Fall,0,30,113.86,1.12,6.26,178.25,0,2029-11-28,11,2,False,0
2525,2029-11-29,Ice Cream,8.458483468,5/28/2030,7.476556454190659,637.027050732971,28,823993.4869,170.87883409779187,2.59936469926242,1.2382952544762715,Fall,0,180,28.86,0.34,20.79,360.0,16,2029-12-15,11,3,False,16
2526,2029-11-30,Bananas,1.851947416,12/7/2029,4.227849833316123,752.5797382046676,79,350883.8852,330.6807682264577,5.454882201395631,0.1495071125204922,Fall,0,7,79.71,0.98,7.18,85.8,0,2029-11-30,11,4,False,0
2527,2029-12-01,Chicken,5.625608381,12/6/2029,1.4200944904518413,417.9423010504798,72,289634.4675,603.8511993729875,2.4728578184014074,0.2812196260933751,Winter,0,5,72.0,1.02,6.85,394.4,3,2029-12-04,12,5,True,3
2528,2029-12-02,Apples,2.531594051,12/16/2029,1.606850593215671,454.6136272637795,93,961703.2171,854.6705715244296,1.0876353230485694,0.0,Winter,0,14,93.71,1.56,4.49,84.2,0,2029-12-02,12,6,True,0
2529,2029-12-03,Eggs,5.26404066,1/2/2030,6.845776499513123,152.62505447707775,101,107976.9566,791.8732276101846,3.1928005343990646,0.206435992281971,Winter,0,30,101.14,2.16,3.24,131.2,0,2029-12-03,12,0,False,0
2530,2029-12-04,Tomatoes,3.198907359,12/14/2029,5.6196066635003525,1025.644881138205,89,998038.7701,482.49815721832454,4.956808296106509,1.241961645723916,Winter,0,10,89.29,0.73,9.54,255.6,4,2029-12-08,12,1,False,4
2531,2029-12-05,Onions,0.821817103,2/3/2030,9.449962240073557,650.3239803748575,73,709139.169,213.40894789028192,7.064271686302402,0.4489011943225721,Winter,0,60,73.14,0.67,10.43,152.6,1,2029-12-06,12,2,False,1
2532,2029-12-06,Yogurt,4.352280226,12/27/2029,0.07361887001846157,887.6677996398873,116,845622.3695,955.561919770192,3.5174109850513005,0.0,Winter,0,21,116.14,1.18,5.94,241.5,1,2029-12-07,12,3,False,1
2533,2029-12-07,Onions,3.049876224,2/5/2030,3.143811939150649,589.6868150527092,133,365157.4567,999.1586006643392,3.772054986678461,0.0,Winter,1,60,133.86,1.63,4.29,114.8,0,2029-12-07,12,4,False,0
2534,2029-12-08,Eggs,3.078598551,1/7/2030,2.29078936287167,840.5637170946432,107,112883.7499,745.7387783086386,3.741997068111663,1.32487223868202,Winter,0,30,107.71,1.71,4.09,176.4,0,2029-12-08,12,5,True,0
2535,2029-12-09,Milk,2.280932376,12/23/2029,0.5826331863949157,1445.4475984440608,162,764082.5667,1272.056081019029,0.0,0.6969440973425749,Winter,0,14,162.29,0.77,9.06,367.5,5,2029-12-14,12,6,True,5
2536,2029-12-10,Cheese,4.782831342,2/8/2030,3.689029064153234,1408.0970721796816,57,850730.1373,371.8876376116424,6.632000970968264,0.6719833642368136,Winter,0,60,57.86,0.31,22.61,784.8,14,2029-12-24,12,0,False,14
2537,2029-12-11,Tomatoes,1.082599644,12/21/2029,1.9758167193447091,1163.3141215484732,88,766428.5188,537.9847100958134,4.6832946381787615,0.17977127652053,Winter,0,10,88.71,0.5,14.1,375.3,9,2029-12-20,12,1,False,9
2538,2029-12-12,Ice Cream,5.39870518,6/10/2030,1.9184544439424138,1095.032672330333,34,228565.2586,330.38675480307626,2.2919837769591997,0.0,Winter,0,180,34.71,0.21,33.5,697.8,28,2030-01-09,12,2,False,28
2539,2029-12-13,Beef,11.45742899,12/20/2029,-0.24571737644638447,990.194708260075,50,778085.13,271.5984871474195,0.686748169779519,0.964121870206583,Winter,1,7,50.14,0.31,22.52,1354.8,17,2029-12-30,12,3,False,17
2540,2029-12-14,Beef,10.52900489,12/21/2029,1.0549341109998487,1342.8645270671907,37,792030.5039,209.0732691290004,0.0,1.804148543903444,Winter,0,7,37.57,0.24,28.72,1294.8,24,2030-01-07,12,4,False,24
2541,2029-12-15,Pasta,2.915319056,12/15/2030,3.800486639002872,1049.4365080223154,58,692686.4641,410.60744768934694,6.109187066842395,0.0663416318318161,Winter,1,365,58.71,0.39,17.75,364.7,8,2029-12-23,12,5,True,8
2542,2029-12-16,Apples,3.783222917,12/30/2029,7.267464700492141,1077.4389391126915,116,789504.3395,754.6516201605974,7.738363595659126,0.3068751595666594,Winter,0,14,116.0,0.83,8.48,196.8,0,2029-12-16,12,6,True,0
2543,2029-12-17,Bread,3.817339618,12/24/2029,4.445863844391022,816.3892742741185,95,861329.2957,721.0871679423809,2.4074802472314296,0.1737175980079862,Winter,0,7,95.71,0.77,9.07,260.4,5,2029-12-22,12,0,False,5
2544,2029-12-18,Cereal,5.699388467,6/16/2030,6.8832032814335715,823.4926919819511,81,652243.7028,671.0891220184791,6.462463101746199,0.5106668181594418,Winter,1,180,81.57,0.74,9.48,386.5,0,2029-12-18,12,1,False,0
2545,2029-12-19,Yogurt,2.545725354,1/9/2030,3.4267164863455224,854.160773336401,146,179744.2426,939.1554513199212,3.2480821238335293,1.3331546464700168,Winter,1,21,146.14,1.48,4.74,242.2,0,2029-12-19,12,2,False,0
2546,2029-12-20,Yogurt,5.076648222,1/10/2030,1.432959825360696,1709.4869754670797,184,538865.0287,1030.512753132365,3.946214673964748,0.3970868272766501,Winter,1,21,184.0,0.7,9.97,641.9,5,2029-12-25,12,3,False,5
2547,2029-12-21,Chicken,8.210617224,12/26/2029,0.7282660517403714,1660.9493927168187,79,169884.4012,886.6652124273395,4.334001382831136,1.3373914771565485,Winter,1,5,79.29,0.34,20.81,1320.0,16,2030-01-06,12,4,False,16
2548,2029-12-22,Chicken,6.671665335,12/27/2029,0.6943900007529588,1523.9015863844147,89,466788.7279,563.4710783353902,2.833961512402224,0.9110627236543356,Winter,0,5,89.29,0.4,17.6,1256.8,14,2030-01-05,12,5,True,14
2549,2029-12-23,Beef,11.22186691,12/30/2029,7.437638358791838,1549.877829618202,31,466395.8402,313.2930737990487,6.817475369451632,1.1490249314361618,Winter,0,7,31.29,0.15,47.37,1778.4,40,2030-02-01,12,6,True,40
2550,2029-12-24,Potatoes,0.835421741,1/23/2030,9.539755505717292,1425.331779237702,128,159408.8597,943.2752642630344,4.878070971695651,0.0,Winter,0,30,128.14,0.62,11.32,362.75,3,2029-12-27,12,0,False,3
2551,2029-12-25,Bananas,0.642348725,1/1/2030,3.608760909199184,1527.0619072086333,146,413938.4806,1079.8432515405175,3.9019271034823735,0.2204380333202714,Winter,0,7,146.86,0.78,9.01,198.45,1,2029-12-26,12,1,False,1
2552,2029-12-26,Soda,3.047560772,6/24/2030,3.8814458059326737,1194.7620405401155,86,199898.2889,305.85949801627953,3.276079619774725,0.0,Winter,0,180,86.14,0.51,13.66,353.1,7,2030-01-02,12,2,False,7
2553,2029-12-27,Yogurt,3.582335443,1/17/2030,6.927225464472733,1127.4248485489031,111,827411.689,736.3399774257044,3.713120364968949,1.476585180506944,Winter,0,21,111.86,0.72,9.75,381.85,4,2029-12-31,12,3,False,4
2554,2029-12-28,Chicken,7.444843636,1/2/2030,5.863127316302956,844.9673568011964,53,952919.2234,207.22749316616228,1.5531040195589023,1.2312506947485122,Winter,0,5,53.29,0.38,18.39,784.0,14,2030-01-11,12,4,False,14
2555,2029-12-29,Tomatoes,3.640627106,1/8/2030,2.357457636970933,892.5606851694381,133,165084.8277,950.863742508581,3.4720182228462053,0.0,Winter,1,10,133.71,1.01,6.93,278.1,2,2029-12-31,12,5,True,2
2556,2029-12-30,Cereal,4.867539423,6/28/2030,8.687955677038014,754.9926607251532,49,959603.6866,386.76261399966666,7.337204898762185,0.0,Winter,0,180,49.71,0.44,15.97,397.0,9,2030-01-08,12,6,True,9
2557,2029-12-31,Eggs,2.560233454,1/30/2030,-0.6634488111733938,775.5396238780995,98,570318.9394,633.3979827377857,1.956919504023206,0.1797958196561061,Winter,0,30,98.43,0.92,7.57,298.0,2,2030-01-02,12,0,False,2
2558,2030-01-01,Chips,2.329518982,4/1/2030,6.076868608101254,661.4083933894353,90,369609.1102,414.0611680189068,4.003468640713184,0.8867817371453213,Winter,0,90,90.0,0.97,7.19,226.45,0,2030-01-01,1,1,False,0
2559,2030-01-02,Pasta,3.724599758,1/2/2031,7.754650719548274,577.812907151056,41,169175.8677,148.1440822444115,8.716833860142675,0.3449929753209763,Winter,0,365,41.71,0.52,13.35,194.95,3,2030-01-05,1,2,False,3
2560,2030-01-03,Bananas,0.961879762,1/10/2030,4.431563260682064,464.222172172454,97,550561.8413,732.8753346596162,6.038822484658997,0.155976816705558,Winter,0,7,97.57,1.32,5.29,77.4,0,2030-01-03,1,3,False,0
2561,2030-01-04,Apples,2.635295596,1/18/2030,7.771284118416748,1739.9556850151441,188,815063.99,1327.8112804293444,8.623962477128511,0.258544095933735,Winter,1,14,188.86,0.76,9.22,348.2,0,2030-01-04,1,4,False,0
2562,2030-01-05,Chicken,9.260125724,1/10/2030,2.8292637179617732,1426.2231010178511,49,736377.8295,599.248137040706,1.440966268072891,0.0,Winter,0,5,49.57,0.22,31.33,1242.4,27,2030-02-01,1,5,True,27
2563,2030-01-06,Apples,2.113226663,1/20/2030,2.186042916489203,1450.0969891453096,135,145203.4103,1016.5658496637615,3.351955805513593,0.0,Winter,1,14,135.29,0.63,11.12,300.8,5,2030-01-11,1,6,True,5
2564,2030-01-07,Milk,2.289609785,1/21/2030,1.255383755674317,1456.078570580093,171,165611.6518,1097.2455867966933,5.849254122629947,0.3408283972644758,Winter,0,14,171.86,0.88,7.97,342.25,3,2030-01-10,1,0,False,3
2565,2030-01-08,Onions,1.164739067,3/9/2030,6.258309139243362,1361.4536823403066,87,462585.9544,412.94955899591275,4.449748348387445,0.0458535993500527,Winter,0,60,87.43,0.51,13.7,239.6,7,2030-01-15,1,1,False,7
2566,2030-01-09,Cereal,5.005864398,7/8/2030,8.410532489391969,1133.2741161145284,79,365761.4446,444.17726642850835,8.53946164983282,0.8273464591471333,Winter,0,180,79.0,0.5,14.06,555.5,4,2030-01-13,1,2,False,4
2567,2030-01-10,Apples,3.42548863,1/24/2030,5.054304221278315,975.3127563320988,87,309145.8908,718.2357828576523,3.352707738934437,0.0,Winter,0,14,87.71,0.59,11.77,206.4,3,2030-01-13,1,3,False,3
2568,2030-01-11,Yogurt,3.271441211,2/1/2030,1.651136241823657,1085.1250091615386,127,352904.049,852.3573774235481,0.5865657722625188,0.0,Winter,0,21,127.14,0.94,7.43,330.75,2,2030-01-13,1,4,False,2
2569,2030-01-12,Milk,2.236223743,1/26/2030,1.8584511166566653,581.495434845311,102,823134.469,676.9826005894292,5.788165164031687,0.9210062348037956,Winter,0,14,102.86,0.88,7.95,204.5,4,2030-01-16,1,5,True,4
2570,2030-01-13,Pasta,2.144467594,1/13/2031,6.296555484245887,819.4709709225081,72,936305.2483,567.4031923033626,6.70462746803383,0.1955544424071926,Winter,0,365,72.43,0.71,9.89,250.6,2,2030-01-15,1,6,True,2
2571,2030-01-14,Eggs,3.010269219,2/13/2030,5.27218069448608,779.3413052421506,66,464592.4251,590.7462891314412,2.716542946236315,1.8502431770046948,Winter,0,30,66.0,0.72,9.76,257.6,4,2030-01-18,1,0,False,4
2572,2030-01-15,Yogurt,3.100189786,2/5/2030,1.7864949575354616,615.4210671640235,189,915499.9019,1103.5308260611005,0.732576034036527,0.0,Winter,1,21,189.14,2.29,3.06,202.3,0,2030-01-15,1,1,False,0
2573,2030-01-16,Bread,3.459317188,1/23/2030,0.7003233519932129,387.6485626842672,79,389346.1311,529.0836679211459,0.3261636083256399,1.142035267112137,Winter,0,7,79.43,1.43,4.9,116.7,1,2030-01-17,1,2,False,1
2574,2030-01-17,Rice,2.986448829,1/17/2031,7.862032066560884,309.3622138574783,47,528793.2877,200.8558699231703,4.699455212519292,0.4101725787570414,Winter,0,365,47.29,1.07,6.56,124.0,0,2030-01-17,1,3,False,0
2575,2030-01-18,Onions,2.99305014,3/19/2030,9.17932262554156,790.6775122968728,92,303426.098,378.3509269458228,5.702147637805842,0.0,Winter,0,60,92.43,0.71,9.85,182.0,2,2030-01-20,1,4,False,2
2576,2030-01-19,Rice,5.090143621,1/19/2031,5.126143289660659,860.6941210736173,63,676428.438,598.0092711032967,8.017403930098803,0.7543053999259486,Winter,0,365,63.29,0.54,12.93,327.2,4,2030-01-23,1,5,True,4
2577,2030-01-20,Milk,4.920978686,2/3/2030,5.928805426219245,574.7641165279293,155,981083.0037,1042.4022113658618,0.0,0.0,Winter,0,14,155.14,1.44,4.87,188.75,1,2030-01-21,1,6,True,1
2578,2030-01-21,Yogurt,4.21916872,2/11/2030,3.8415794603272615,571.2445603194114,81,643143.7864,945.676698348748,0.8140222868974365,0.8666535475860861,Winter,0,21,81.86,0.96,7.33,210.0,2,2030-01-23,1,0,False,2
2579,2030-01-22,Rice,3.329864723,1/22/2031,9.160188524815052,508.5326028146455,39,422032.6757,331.30786458632747,9.188045477962037,0.0914732844460558,Winter,0,365,39.71,0.54,13.07,207.6,5,2030-01-27,1,1,False,5
2580,2030-01-23,Beef,12.93938342,1/30/2030,5.618807334349421,338.8055846032124,28,683035.7014,272.6650302690204,1.1334569412141762,1.7473724975752596,Winter,0,7,28.86,0.42,16.63,576.0,10,2030-02-02,1,2,False,10
2581,2030-01-24,Milk,2.405936399,2/7/2030,1.3721054726068629,1786.335597772142,178,210628.6106,1330.5714199766683,3.414875325418097,0.5429799332832792,Winter,0,14,178.43,0.73,9.53,425.25,5,2030-01-29,1,3,False,5
2582,2030-01-25,Apples,1.899558314,2/8/2030,1.3891591956679288,1808.3113237754878,77,899793.1722,583.1670332994784,4.883097187223861,0.0427518607584896,Winter,0,14,77.0,0.35,19.78,304.6,13,2030-02-07,1,4,False,13
2583,2030-01-26,Apples,2.626214613,2/9/2030,0.9468793469824547,1422.8344635801402,142,552775.5557,974.0168539297073,2.347408112540502,0.7818508177242174,Winter,0,14,142.43,0.69,10.15,289.2,4,2030-01-30,1,5,True,4
2584,2030-01-27,Milk,1.517211468,2/10/2030,2.2235688824186273,1337.6969890941816,144,504414.7678,1040.5622414407405,2.029782795304997,0.0,Winter,0,14,144.57,0.78,9.02,326.0,5,2030-02-01,1,6,True,5
2585,2030-01-28,Apples,1.57450269,2/11/2030,6.117648408378075,1282.4213679576237,117,627278.3096,1006.3334228654777,2.793547626673587,0.5805982542101804,Winter,0,14,117.29,0.71,9.89,232.0,4,2030-02-01,1,0,False,4
2586,2030-01-29,Chips,3.146385406,4/29/2030,2.98675077852778,967.2608750715575,58,662305.4765,236.7662567336781,4.689274346139078,1.1303488901240706,Winter,0,90,58.29,0.39,17.89,365.05,12,2030-02-10,1,1,False,12
2587,2030-01-30,Yogurt,4.295356523,2/20/2030,-0.3192471945987674,793.0644245762676,97,164598.2256,818.6317087442819,0.3075852941836632,0.9332192434401826,Winter,0,21,97.43,0.69,10.11,344.75,4,2030-02-03,1,2,False,4
2588,2030-01-31,Apples,1.730459824,2/14/2030,5.349900802782832,967.9956010844776,145,714355.4991,968.7429764106259,6.410161950778629,0.3574089237462868,Winter,0,14,145.86,1.15,6.09,177.6,0,2030-01-31,1,3,False,0
2589,2030-02-01,Bananas,0.19799422,2/8/2030,4.936787982330288,662.0307629403997,128,317738.5123,639.6250321489795,6.873602507316951,0.0,Winter,0,7,128.86,1.21,5.77,111.45,0,2030-02-01,2,4,False,0
2590,2030-02-02,Bananas,1.404942548,2/9/2030,0.9364754253846449,789.5120639347379,191,742557.3693,1162.0985737383598,5.760765307014077,0.342889679023457,Winter,1,7,191.57,2.18,3.21,92.25,0,2030-02-02,2,5,True,0
2591,2030-02-03,Chips,4.760668902,5/4/2030,3.943010584227914,465.07981040866616,57,840281.3149,446.2479257931762,1.7604448472962244,0.0,Winter,0,90,57.0,0.94,7.44,148.4,1,2030-02-04,2,6,True,1
2592,2030-02-04,Chicken,8.685532159,2/9/2030,0.54269834491321,475.5880607993219,100,823562.6568,857.3373549329538,3.643129427722817,1.3793824890343307,Winter,1,5,100.0,1.91,3.67,293.6,0,2030-02-04,2,0,False,0
2593,2030-02-05,Onions,2.192678399,4/6/2030,3.2477265630166987,974.2062699494587,110,597250.8707,709.7148822426173,6.18061613044338,0.4865881309736797,Winter,0,60,110.57,0.74,9.41,208.2,0,2030-02-05,2,1,False,0
2594,2030-02-06,Pasta,3.729037723,2/6/2031,10.629748521684474,1135.4966684161288,63,568152.9031,150.00729211155397,9.09550181197501,0.0,Winter,0,365,63.43,0.48,14.68,325.85,4,2030-02-10,2,2,False,4
2595,2030-02-07,Juice,3.141462024,3/9/2030,4.8535087737719,1081.1173903490806,78,228588.3652,732.3565963455682,2.7160211282410245,0.0412216792736807,Winter,0,30,78.14,0.63,11.11,347.2,4,2030-02-11,2,3,False,4
2596,2030-02-08,Cereal,5.459082022,8/7/2030,10.12089451415341,746.9499541130642,63,797811.5354,310.3620338564232,6.949981804607309,0.5006325779301175,Winter,0,180,63.86,0.57,12.37,395.0,3,2030-02-11,2,4,False,3
2597,2030-02-09,Yogurt,1.571959464,3/2/2030,2.992348607579173,546.6515595231273,112,344268.4424,850.0183344443716,3.847898920025752,0.7915645299076307,Winter,1,21,112.43,1.08,6.47,254.45,1,2030-02-10,2,5,True,1
2598,2030-02-10,Beef,12.1136669,2/17/2030,3.7569950393026037,641.0483590917569,49,547025.8805,364.32167189454634,1.9631844118892028,1.2690266874194944,Winter,1,7,49.29,0.56,12.48,738.0,6,2030-02-16,2,6,True,6
2599,2030-02-11,Bread,4.726445508,2/18/2030,2.345407088306377,495.0596173404158,126,355846.6836,858.4960664658477,0.0,0.8213531466129111,Winter,0,7,126.43,1.56,4.48,169.8,0,2030-02-11,2,0,False,0
2600,2030-02-12,Milk,3.43688949,2/26/2030,1.471481054609162,350.35811708888014,95,220445.5267,586.1340607123863,0.0,0.099221448650787,Winter,0,14,95.0,1.51,4.63,110.0,0,2030-02-12,2,1,False,0
2601,2030-02-13,Chicken,7.90275235,2/18/2030,2.1168153248242287,546.5213106232186,80,666601.9272,629.0000348257377,1.1483117263944915,0.0,Winter,0,5,80.57,1.63,4.28,276.0,0,2030-02-13,2,2,False,0
2602,2030-02-14,Cereal,4.89525037,8/13/2030,6.77501402918478,1281.017863603592,134,148898.8313,882.4012733617006,3.240716253724212,0.8894084094590717,Winter,1,180,134.43,0.78,8.97,603.0,2,2030-02-16,2,3,False,2
2603,2030-02-15,Tomatoes,3.600937514,2/25/2030,0.36463761117437066,1035.8169371759725,103,773780.7107,373.2732350383992,3.873817245899811,0.4213614265207922,Winter,0,10,103.0,0.67,10.41,321.6,5,2030-02-20,2,4,False,5
2604,2030-02-16,Bread,4.607659519,2/23/2030,-0.1896666590903613,968.0214544835178,126,385828.1157,860.7806942221871,0.2808977611164092,0.2913602984876116,Winter,0,7,126.71,0.92,7.65,290.7,4,2030-02-20,2,5,True,4
2605,2030-02-17,Cookies,4.661407306,6/17/2030,3.6389285841448666,828.0433006740321,72,100121.2237,591.1039224880924,5.46370700651478,0.4679240445515744,Winter,0,120,72.71,0.6,11.59,337.2,3,2030-02-20,2,6,True,3
2606,2030-02-18,Eggs,5.48065539,3/20/2030,1.4712903349135504,853.109514834793,134,560016.2253,910.3206260304344,2.8750599315165517,0.0,Winter,1,30,134.71,1.22,5.72,308.4,0,2030-02-18,2,0,False,0
2607,2030-02-19,Bananas,0.9272915,2/26/2030,3.834244848876891,2274.6760625810325,259,142166.7177,1542.5463259439234,7.144921557168662,0.2796131974044317,Winter,1,7,259.86,0.74,9.45,368.4,1,2030-02-20,2,1,False,1
2608,2030-02-20,Apples,2.139601994,3/6/2030,-0.2567415738448364,1806.250995521134,127,348552.602,920.2692993887698,2.4518123918371275,0.0,Winter,1,14,127.86,0.41,17.18,439.4,11,2030-03-03,2,2,False,11
2609,2030-02-21,Eggs,4.367740931,3/23/2030,1.897066196887132,1989.7541450896474,59,736278.8387,569.5308476589314,0.1215358941909146,0.927962737693389,Winter,0,30,59.57,0.2,34.75,828.0,30,2030-03-23,2,3,False,30
2610,2030-02-22,Tomatoes,3.056838887,3/4/2030,4.005968921912023,2126.119697870725,63,156420.6595,341.0306791499868,4.09632348793065,0.7530810067869567,Winter,0,10,63.57,0.22,31.63,603.3,26,2030-03-20,2,4,False,26
2611,2030-02-23,Juice,3.655548658,3/25/2030,1.6515219913395058,2026.3522416389117,106,855404.6431,610.8977070245744,3.0828113838641764,0.0792901048831077,Winter,0,30,106.14,0.38,18.35,779.2,11,2030-03-06,2,5,True,11
2612,2030-02-24,Yogurt,4.301848999,3/17/2030,3.3908278469467783,1746.2118458346392,98,103437.9304,582.1664735181998,1.5210973635185403,0.051690287000229,Winter,0,21,98.57,0.37,18.69,644.7,13,2030-03-09,2,6,True,13
2613,2030-02-25,Beef,12.00670445,3/4/2030,4.706607112738313,1990.01324275375,46,322141.4823,153.0357045698922,0.0,1.1199253513060743,Winter,0,7,46.14,0.19,37.8,2092.8,31,2030-03-28,2,0,False,31
2614,2030-02-26,Bread,3.90076397,3/5/2030,5.693647726772459,1765.1391098470833,138,766813.6505,1169.5776791835997,4.550067854756834,0.1190758349146922,Winter,0,7,138.43,0.57,12.27,509.4,8,2030-03-06,2,1,False,8
2615,2030-02-27,Juice,1.922041156,3/29/2030,1.5987943895619101,1287.456469988923,90,384643.1348,658.8728306666545,5.182432262837896,0.2573685511948493,Winter,0,30,90.0,0.4,17.33,624.0,11,2030-03-10,2,2,False,11
2616,2030-02-28,Yogurt,2.852056283,3/21/2030,1.6683404887180808,1418.4800341540922,105,191703.1493,825.9547002385715,6.820352447849338,0.981888978587704,Winter,0,21,105.43,0.5,13.94,514.5,8,2030-03-08,2,3,False,8
2617,2030-03-01,Milk,1.940975953,3/15/2030,1.1929293851762726,1605.5469044999109,150,424210.5269,1022.820741200904,3.394844321358827,1.0022879081529634,Spring,1,14,150.14,0.77,9.09,341.25,5,2030-03-06,3,4,False,5
2618,2030-03-02,Chips,3.087089324,5/31/2030,6.9336016111034064,1292.7494420007115,63,343353.9577,250.57786548267498,4.71119671864993,0.6703440239488966,Spring,0,90,63.57,0.37,19.11,425.25,13,2030-03-15,3,5,True,13
2619,2030-03-03,Soda,5.14695622,8/30/2030,3.650008676372622,1117.6027614901748,79,858440.7119,597.1015156865544,4.158353544675404,0.7797508467236909,Spring,0,180,79.43,0.48,14.5,345.6,6,2030-03-09,3,6,True,6
2620,2030-03-04,Juice,4.098632545,4/3/2030,8.206940498399637,1001.9885505490241,78,382013.1258,646.1747881755566,3.644271320454472,0.0,Spring,0,30,78.71,0.51,13.63,429.2,6,2030-03-10,3,0,False,6
2621,2030-03-05,Cereal,5.963539104,9/1/2030,7.925549633801393,1076.3778810175172,49,810039.2246,496.441758443688,4.903913445977455,0.0,Spring,0,180,49.14,0.35,20.25,497.5,13,2030-03-18,3,1,False,13
2622,2030-03-06,Eggs,3.186521937,4/5/2030,5.965710601521607,802.3458204454872,103,902684.9303,548.7249719964841,2.9208487236326484,0.0799808455166575,Spring,1,30,103.14,0.76,9.17,378.4,2,2030-03-08,3,2,False,2
